YearSeason,C,Co,H,O,P,Pi,Total
2004-10-01,0.08516724076158139,0.06055573973504913,0.21664662166079687,0.2584988099361781,0.37913158790639456,0.0,31.65127987954075
2005-03-01,0.10368296054730423,0.09193222501860976,0.23386267767891955,0.48757576831732297,0.08294636843784338,0.0,20.66739926739927
2005-10-01,0.11609498680738786,0.14511873350923482,0.15831134564643798,0.23218997361477572,0.3482849604221636,0.0,8.613636363636363
2006-03-01,0.12474397092831185,0.1393624050214734,0.3167327386851668,0.3178064089857945,0.10135447637925338,0.0,9.866362451108214
2006-10-01,0.05767211842630958,0.07157257773931752,0.05952332222764791,0.3413110166516099,0.4699209649551151,0.0,35.4669570195886
2007-03-01,0.11706790747858928,0.09063321869310136,0.11470766740845642,0.2794524243037292,0.33016386809629783,0.06797491401982603,14.711309523809522
2007-10-01,0.09901889435467542,0.07664443264953243,0.14951327748381696,0.44853983245145085,0.22628356306052433,0.0,22.83270864567716
2008-03-01,0.21052631578947367,0.13157894736842105,0.23684210526315788,0.3157894736842105,0.0,0.10526315789473684,9.5
2008-10-01,0.0708186575092463,0.0621784727150899,0.09025907329609824,0.25685153429403956,0.48378863286708657,0.036103629318439294,27.6980463980464
2009-03-01,0.04601543294732331,0.047026761143967775,0.11816981005407289,0.3186985160859581,0.3740765090997437,0.09601297066893422,36.453408072003896
2009-10-01,0.11154366479437071,0.08195044760402745,0.14103100285344258,0.23933255720721652,0.4261423275409428,0.0,24.40499177824759
2010-03-01,0.10344335999302293,0.08974500172749421,0.1264522971200603,0.34349042163158194,0.28224152717197454,0.05462739235586604,18.30583443349401
2011-03-01,0.1996504069481619,0.2655814715682526,0.20279128202326982,0.16173230640374356,0.1702445330565722,0.0,39.15935828877005
2012-03-01,0.16701090894750595,0.13664528913886848,0.14130365126860264,0.44572391933392813,0.1093162313110948,0.0,14.636435786435786
2013-03-01,0.08562907590516926,0.07024260132845916,0.17179333353474582,0.4531780730868333,0.21915691614479257,0.0,17.795468509984637
2014-03-01,0.05788451782072306,0.08617394382333207,0.11478460506626376,0.501625285736308,0.1940509549799478,0.04548069257342526,21.98735207001461
2015-03-01,0.07604562737642585,0.07984790874524715,0.16730038022813687,0.38783269961977185,0.2889733840304182,0.0,21.916666666666668
2016-03-01,0.069404012229138,0.06149892203315509,0.10249820338859182,0.3867525792031572,0.2785539409737025,0.10129234217225545,19.744829244829244
2017-03-01,0.06614617844487337,0.04252254328599003,0.1223819538474835,0.4535737950505603,0.31537552937109276,0.0,23.516937669376695
2018-03-01,0.1167105122340333,0.09527388753798637,0.23687059625823506,0.4082341726627658,0.14291083130697954,0.0,14.994364830571726
2019-03-01,0.050013286815193264,0.0574404736392444,0.07154678530506813,0.44627869166302353,0.3448517162850636,0.029869046292407084,33.47947538098017
2020-03-01,0.09648211924487707,0.12550519576569374,0.227582754988458,0.42492473423527743,0.12550519576569374,0.0,13.279662698412698
2021-03-01,0.033816191586595684,0.04854502169986846,0.06147971498174132,0.22060253763483234,0.6100065226759788,0.025550011420983405,39.13892575322812
2022-03-01,0.08398345353524996,0.10058927275699256,0.2636865098818297,0.25342453824759203,0.23322904908851708,0.06508717648981871,15.364009531991687
2023-03-01,0.11141304347826086,0.10461956521739131,0.2160326086956522,0.38858695652173914,0.11956521739130435,0.059782608695652176,16.727272727272727
