YearSeason,C,Co,H,O,P,Pi,Total
1983-03-01,0.055375116664002515,0.03890277183357139,0.21463598253004904,0.6348932363238851,0.03025771142611108,0.025935181222380924,38.55766387076732
1983-10-01,0.050933849290909966,0.05949728886467407,0.17806990000632947,0.5434507682894592,0.1452619978132202,0.022786195735407088,43.88622004357299
1987-03-01,0.041185718299251,0.04196280732376517,0.2086484030820546,0.5067815961408563,0.18044007149219024,0.020981403661882586,47.66125356125357
1987-10-01,0.05390152605816298,0.04307515116613879,0.1596314425568673,0.6084653037719552,0.11212208465303773,0.022804491793838182,43.8510101010101
1988-03-01,0.13026220056916035,0.018996570916335886,0.2036544146766009,0.36772547683296347,0.2659519928287024,0.013409344176237096,74.57486263736263
1988-10-01,0.04596241404001784,0.043773727657159846,0.18406244511396033,0.5570341948471297,0.14363254387505575,0.025534674466676576,39.16243386243386
1989-03-01,0.057964393726298594,0.03438565729526187,0.20958876827588188,0.517648121646898,0.14111516500393184,0.03929789405172786,50.893312434691744
1989-10-01,0.07504922097177999,0.07293940351474199,0.1790330813543667,0.42929437787122343,0.22379135169295838,0.019892564594929635,50.27003910068426
1990-03-01,0.07000699869738122,0.030792552058622566,0.19680457185293554,0.4443602127844303,0.2248744546973446,0.03316120990928584,60.311430296756384
1990-10-01,0.04846088934223346,0.04345677576885065,0.19443901253098397,0.41998086791994127,0.2778599905220451,0.015802463915945694,63.281270903010025
1991-03-01,0.03354816283159057,0.02070874248863615,0.16384939111887944,0.27748790437339915,0.49109303615908584,0.013312763028408954,75.11588675213675
1991-10-01,0.07239085759743082,0.04537318709810479,0.16698953323070354,0.37927859578824863,0.31554989209136514,0.020417934194147155,48.97655122655122
1992-03-01,0.10477121664891395,0.02859427661207033,0.10769474832698227,0.2960699057541449,0.44410485863121735,0.018764994026671155,79.93607660455487
1992-10-01,0.04392336130751172,0.03689562349830984,0.13835858811866192,0.400126675524774,0.36224793980158754,0.01844781174915492,54.20697118972981
1993-03-01,0.05665186089829582,0.0321995619635613,0.1877030020812363,0.5201283409441337,0.18338417194485387,0.0199330621679189,50.16790654520918
1993-10-01,0.038048439012003374,0.026134281341578077,0.15913910602639508,0.4323045705252707,0.3264062846724179,0.017967318422334927,55.65660809778457
1994-03-01,0.06599389191342452,0.03160270880361174,0.11060948081264109,0.40014606293984867,0.3758465011286682,0.01580135440180587,63.285714285714285
1994-10-01,0.040294998066524534,0.0288532084920793,0.1071690601134374,0.42954050706756763,0.36288458372730503,0.031257642533085904,69.31638124574722
1995-03-01,0.06589456869009586,0.02635782747603834,0.12551346417161116,0.5431309904153355,0.21713829301688728,0.021964856230031953,53.11515151515151
1995-10-01,0.029807316986622198,0.029665377381923996,0.06742131223164544,0.6405024662006317,0.21911926475284768,0.013484262446329089,74.16052631578947
1996-03-01,0.026329963246023557,0.02915103073666894,0.0916175251723881,0.4076857386848847,0.4306402267917003,0.01457551536833447,68.60820867936617
1996-10-01,0.06307556406747114,0.03805101962765922,0.07571177238734245,0.5857232814409337,0.20699754677446613,0.030440815702127377,49.27594630439458
1997-03-01,0.08219902992944457,0.038046408138771484,0.06718512548314805,0.5627697870526616,0.2497996493959744,0.0,47.310642135642134
1997-10-01,0.0543007837531424,0.041084719982536315,0.08497067087297283,0.6129752339640445,0.17927877810561302,0.02738981332169088,44.623240321769735
1998-03-01,0.06549710707469109,0.05017034296125328,0.08563558539938058,0.510539097300041,0.25278134338169916,0.035376523882935,47.11222256267628
1998-10-01,0.042868340736375715,0.050523401582157096,0.21133971903647414,0.5605394677592408,0.13472907088575226,0.0,44.53381857793622
1999-03-01,0.11874482743689842,0.03396055222554294,0.08351284566990658,0.4105920315220054,0.3379660473204032,0.015223695825243386,65.68707175177764
1999-10-01,0.06320832102897267,0.031849154006846694,0.14832606008902888,0.4890835712176395,0.2675328936575122,0.0,52.33001373626374
2000-03-01,0.08086253369272238,0.029573881704473188,0.04975922953451044,0.34972288682273844,0.4759986674339017,0.014082800811653898,71.00860215053763
2000-10-01,0.04934240639589881,0.03229684782277013,0.12627628085807574,0.4506606450825425,0.324506423362119,0.01691739647859388,59.11075036075036
2001-03-01,0.08887607978671042,0.03885080095939534,0.16782217781947353,0.4962504952674047,0.1892731328791055,0.01892731328791055,52.83370041952708
2001-10-01,0.16683045153186224,0.03896873862519649,0.10334074364481498,0.49211949920962417,0.18296750611639873,0.01577306087210334,63.39923545014823
2002-03-01,0.06277975214455714,0.03997497862449059,0.12742024436556376,0.6953954218074084,0.045304975774422676,0.029124627283557435,51.50280501089325
2002-10-01,0.1065356060018052,0.06582810882213816,0.1404332988205614,0.6244468559450568,0.03861915717565439,0.024136973234783993,41.430215390838306
2003-03-01,0.12131252911958534,0.044239326858424285,0.13222423808801365,0.6254334834609733,0.05881819593676865,0.017972226536234866,55.641408591408585
2003-10-01,0.06699170047266367,0.04776260126291762,0.1572071904425174,0.6529829915516022,0.054585830014762984,0.02046968625553612,48.85272727272727
2004-03-01,0.05437606011193143,0.04183908422717328,0.171904063455125,0.6639680757790543,0.042445447766697536,0.025467268660018517,39.26608751608752
2004-10-01,0.06377708978328174,0.05448916408668731,0.13176470588235295,0.6707120743034056,0.05944272445820433,0.019814241486068113,50.46875
2005-03-01,0.05033312530935858,0.04753422721972602,0.22959286850314894,0.606212950289079,0.044217885785791645,0.022108942892895823,45.23056596800591
2005-10-01,0.05107031187364708,0.05836607071273951,0.16724124108073438,0.6941393409765092,0.029183035356369756,0.0,34.26648351648352
2006-03-01,0.07016956724066951,0.04803233278499578,0.27609504153278114,0.46915905590533713,0.10279155247108433,0.03375245006513217,59.25495767390504
2006-10-01,0.033089688507062245,0.05708133154398311,0.12114418684269972,0.5436001224944438,0.22650005103935156,0.018584619572459615,53.80793489482514
2007-03-01,0.1669344252986817,0.049098360381965196,0.15756565653191892,0.47536564918386504,0.15103590860356914,0.0,41.93263305322129
2007-10-01,0.056777663830047335,0.039391202178740974,0.14732309614849123,0.457134901284289,0.27770797536012387,0.021665161198307536,46.15705329153605
2008-03-01,0.06159472769409037,0.05648899188876014,0.20241888760139046,0.5719510428736964,0.10754634994206257,0.0,39.339031339031344
2008-10-01,0.07363838879796326,0.045451445717403165,0.33831151118385167,0.4728359701763957,0.04650845608292417,0.023254228041462086,43.002932551319645
2009-03-01,0.06151690504491417,0.051320921337359104,0.13422654106099438,0.22066436268640788,0.5000124050296987,0.03225886484062573,30.999230907239916
2009-10-01,0.09729636102772925,0.09675280593818887,0.20294491001668885,0.3184388467286022,0.2845670762887908,0.0,20.671235119296824
2010-03-01,0.09553581089516099,0.10671792858831024,0.16014832389222994,0.27853657272821336,0.30273801269669953,0.05632335119938596,17.754625367726735
2010-10-01,0.10853998384515184,0.11557498279807835,0.1962181159566253,0.3007794589091294,0.21104996858779523,0.0678374899032199,14.741111462506149
2011-03-01,0.10124970126902214,0.1106996733874642,0.18298138783558218,0.33085129657099654,0.20671814009092018,0.06749980084601476,14.814858525009127
2011-10-01,0.09879881270268728,0.14304149910911007,0.18494254430268778,0.3836236776107181,0.11917303594415798,0.07042043033063881,14.200424440816231
2012-03-01,0.09578522943955925,0.10758485915312815,0.16299106161698915,0.3062734926529478,0.2628144416454987,0.06455091549187689,15.491647056901003
2012-10-01,0.08564891884836258,0.07206621151584447,0.3318128776210807,0.3555619700524385,0.10827894392260978,0.04663107803966407,21.444925616976022
2013-10-01,0.1828079345614738,0.101790781744457,0.19611365924609897,0.31143511906768034,0.13382284592977564,0.07402965945051418,13.50809942153603
2014-03-01,0.07133580479734987,0.0664339361722218,0.4831452692756276,0.23044360444164144,0.09841084820733303,0.05023053710582624,19.90820838513411
2014-10-01,0.12039025597730717,0.11413168916767605,0.27117865952335257,0.31514722869876655,0.17915216663289757,0.0,13.024309876835535
2015-03-01,0.07394994121056622,0.08545141999514053,0.108420062205562,0.2798052135931105,0.3994748649033909,0.052898498092229844,18.90412839805915
2015-10-01,0.10341148639392242,0.08660711985491003,0.1536577932909694,0.27441025943333797,0.30974074114776856,0.07217259987909169,13.85567378305986
2016-03-01,0.11834452220964244,0.09376622060847059,0.20848544333194016,0.4083198588111723,0.09573609919268215,0.07534785584609244,16.589722241775316
2016-10-01,0.10293045541401892,0.12219229502365989,0.21436756003580798,0.3169353932127721,0.16773080285077982,0.0758434934629613,13.185046657804033
2017-03-01,0.11989617307617925,0.08568933121068811,0.22891488002855276,0.2936207852673928,0.18841519612106217,0.08346363429612479,15.404484798165342
2017-10-01,0.094921319411738,0.08015844081470434,0.27808193671442627,0.29202569851807925,0.19550839223098623,0.05930421231006582,19.672576722996894
2018-03-01,0.091908747743312,0.09078333450563877,0.35823310121685303,0.2733816323181168,0.11605824013504959,0.06963494408102976,16.15568181818182
2018-10-01,0.07647926062154094,0.08980293391123066,0.30756775944678394,0.26684893381788655,0.20011281485197396,0.05918829735058385,16.89523173942316
2019-03-01,0.07226799721712429,0.05563272238601266,0.21096021829149758,0.23441079380356375,0.38247496640383705,0.044253301897964614,28.760052202699264
2019-10-01,0.08014120079009888,0.10603297335305391,0.23972672236342624,0.18565302558972105,0.3285143973128434,0.05993168059085656,16.68566591394009
2020-03-01,0.06669871641980021,0.06218526944402425,0.23985746785552214,0.24981854531596875,0.33480104888166634,0.046638952083018194,21.441305075207985
2020-10-01,0.08114933353942612,0.05975231431724925,0.270934065204213,0.2564359212467969,0.2924625591409795,0.039265806551335214,25.467450889939645
2021-03-01,0.05247746450655473,0.043593614316332435,0.15312159894890032,0.19418973650002633,0.5288761947996109,0.02774139092857519,36.04721921026476
2021-10-01,0.06145173950813957,0.05037925534440242,0.1752455654853813,0.32471529205106714,0.35697300929748005,0.031235138313529504,32.015225607848514
2022-03-01,0.06278327540212,0.04279266206788602,0.1218107954902696,0.2303995828155045,0.5166492367550931,0.02556444746912671,44.70494205819748
2022-10-01,0.055144217639272915,0.042052155084098604,0.12318973986562368,0.29792556553860244,0.45512906602981357,0.02655925584258859,37.651657332825906
2023-03-01,0.0642276733655803,0.04074206279022394,0.12634682435087966,0.20938545530085287,0.5355317808981659,0.023766203294297298,42.076556680803535
2023-10-01,0.084199922572139,0.0419386587524064,0.15895774561277937,0.3680462953810082,0.3175003165549825,0.02935706112668448,39.74058103541604
