YearSeason,Algae,Dead Coral,Live Coral,Mud,Others,Pavement,Rubble,Sand,Turf
2004-10-01,0.006666666666666667,0.006666666666666667,0.49333333333333335,0.0,0.0,0.3,0.16,0.03333333333333333,0.0
2005-03-01,0.0,0.03333333333333333,0.43673333333333336,0.0,0.0,0.3826,0.14066666666666666,0.006666666666666667,0.0
2005-10-01,0.02666666666666667,0.04666666666666667,0.42,0.0,0.0,0.36000000000000004,0.12666666666666668,0.02,0.0
2006-03-01,0.0,0.04666666666666667,0.5066666666666667,0.0,0.0,0.3066666666666667,0.13333333333333333,0.006666666666666667,0.0
2006-10-01,0.006666666666666667,0.013333333333333334,0.48666666666666664,0.0,0.0,0.37999999999999995,0.10666666666666667,0.006666666666666667,0.0
2007-03-01,0.0,0.08666666666666667,0.3933333333333333,0.0,0.0,0.44,0.08,0.0,0.0
2007-10-01,0.0,0.12666666666666668,0.25333333333333335,0.0,0.0,0.45333333333333337,0.16666666666666666,0.0,0.0
2008-03-01,0.0,0.04,0.14,0.0,0.006666666666666667,0.6133333333333333,0.19999999999999998,0.0,0.0
2008-10-01,0.02666666666666667,0.18000000000000002,0.07333333333333333,0.0,0.0,0.52,0.17333333333333334,0.02,0.006666666666666667
2009-03-01,0.013333333333333334,0.0,0.04,0.0,0.0,0.7733333333333334,0.17333333333333334,0.0,0.0
2009-10-01,0.013333333333333334,0.0,0.006666666666666667,0.0,0.0,0.7466666666666666,0.21333333333333335,0.02,0.0
2010-03-01,0.0,0.0,0.02,0.0,0.0,0.6533333333333333,0.3133333333333333,0.013333333333333334,0.0
2011-03-01,0.0,0.0,0.06666666666666667,0.0,0.0,0.8266666666666667,0.10666666666666667,0.0,0.0
2012-03-01,0.04666666666666667,0.0,0.05333333333333334,0.0,0.0,0.8066666666666666,0.09333333333333334,0.0,0.0
2013-03-01,0.08,0.0,0.060000000000000005,0.0,0.0,0.7133333333333334,0.14666666666666667,0.0,0.0
2014-03-01,0.04,0.0,0.26,0.0,0.0,0.5933333333333334,0.10000000000000002,0.006666666666666667,0.0
2015-03-01,0.02,0.0,0.4266666666666667,0.0,0.0,0.48,0.07333333333333333,0.0,0.0
2016-03-01,0.013333333333333334,0.02,0.52,0.0,0.0,0.39333333333333337,0.04666666666666667,0.006666666666666667,0.0
2017-03-01,0.006666666666666667,0.02666666666666667,0.66,0.0,0.0,0.3,0.006666666666666667,0.0,0.0
2018-03-01,0.06666666666666667,0.006666666666666667,0.6933333333333334,0.0,0.0,0.20666666666666667,0.02666666666666667,0.0,0.0
2019-03-01,0.02,0.0,0.7333333333333334,0.0,0.0,0.22,0.02666666666666667,0.0,0.0
2020-03-01,0.02666666666666667,0.4466666666666667,0.3,0.0,0.0,0.21333333333333335,0.006666666666666667,0.006666666666666667,0.0
2021-03-01,0.12666666666666668,0.0,0.11333333333333333,0.0,0.0,0.7333333333333333,0.02,0.006666666666666667,0.0
2022-03-01,0.05333333333333334,0.0,0.14666666666666667,0.0,0.0,0.66,0.11333333333333334,0.02666666666666667,0.0
2023-03-01,0.07333333333333333,0.0,0.16666666666666666,0.0,0.0,0.62,0.12666666666666668,0.013333333333333334,0.0
