YearSeason,C,Co,H,O,P,Pi,Total
2004-10-01,0.14971806338712815,0.16255104024888198,0.2449931946334824,0.2887419793894614,0.07699786117052304,0.07699786117052304,12.987373737373737
2005-03-01,0.18867924528301885,0.23584905660377362,0.23584905660377362,0.1981132075471698,0.14150943396226415,0.0,7.066666666666666
2005-10-01,0.21860019175455417,0.3036113774368808,0.23489932885906042,0.24288910194950464,0.0,0.0,5.489473684210526
2006-03-01,0.1339095933116055,0.17854612441547402,0.31344764064049885,0.2550658920221057,0.11903074961031601,0.0,8.401190476190475
2006-10-01,0.09703689762639199,0.05291413733815222,0.21147153488639156,0.17317354037940724,0.465403889769657,0.0,23.098216917182434
2007-03-01,0.1288890715548066,0.10357157535654103,0.18556573918046934,0.1676873124820188,0.34523858452180345,0.06904771690436069,14.482738095238096
2007-10-01,0.10533739477514516,0.12016265774349892,0.3511246492504839,0.32681601968698887,0.09655927854388306,0.0,12.945415695415697
2008-03-01,0.0396084066822346,0.0961918447997126,0.05343991377761811,0.746631938207293,0.032063948266570864,0.032063948266570864,31.18767507002801
2008-10-01,0.0610986810195109,0.04819050897313536,0.14926540766354263,0.17761644735812745,0.5638289549856836,0.0,32.27929292929293
2009-03-01,0.08293689973970021,0.04272506956287587,0.4791311372408222,0.14597732100649255,0.2492295724501092,0.0,23.405462184873947
2009-10-01,0.16974669727878355,0.1780270239753096,0.24276412360269486,0.14242161918024768,0.1780270239753096,0.0890135119876548,11.234249471458773
2010-03-01,0.16995464318784628,0.10565469184048214,0.24652761429445832,0.29003248740524507,0.10565469184048214,0.08217587143148611,12.169022154316272
2011-03-01,0.21070615034168566,0.2733485193621868,0.25626423690205014,0.25968109339407747,0.0,0.0,29.266666666666666
2012-03-01,0.13274336283185842,0.10297666934835077,0.16090104585679807,0.15285599356395818,0.45052292839903463,0.0,15.5375
2013-03-01,0.1705898858455734,0.1271061894535645,0.15075385260771604,0.3608907879127992,0.09532964209017339,0.09532964209017339,10.489916652095355
2014-03-01,0.10841631866366849,0.12080675508237346,0.43251801202331236,0.24161351016474691,0.09664540406589876,0.0,12.416524216524216
2015-03-01,0.08422215118137695,0.10828562294748466,0.23729256880467317,0.20924758057484957,0.36095207649161554,0.0,16.622705314009664
2016-03-01,0.15690058542580834,0.16010263818960035,0.2886699082509461,0.3009336625230451,0.0,0.0933932056106002,10.707417027417026
2017-03-01,0.16897581878723955,0.17348184062156594,0.2186745890187806,0.31495215112843816,0.12391560044397568,0.0,8.070008912655972
2018-03-01,0.10846124571863504,0.12147659520487125,0.2301661803881771,0.2622351896486109,0.20824559177977928,0.06941519725992643,14.406067251461987
2019-03-01,0.15015015015015015,0.14742014742014745,0.25116025116025115,0.23832923832923833,0.11466011466011468,0.09828009828009829,10.174999999999999
2020-03-01,0.11597258829731157,0.14232999472851873,0.27517132314180287,0.2530311017395888,0.11860832894043227,0.09488666315234581,10.538888888888888
2021-03-01,0.1723666210670315,0.20109439124487008,0.1887824897400821,0.24623803009575926,0.19151846785225723,0.0,8.70238095238095
2022-03-01,0.14348406792596832,0.1679068879984736,0.24899828277046368,0.2564396107613051,0.18317115054378935,0.0,10.91875
2023-03-01,0.15816003305329845,0.17134003580774,0.23624156452279302,0.2629183308084286,0.17134003580774,0.0,11.672695120970983
