YearSeason,C,Co,H,O,P,Pi,Total
1983-03-01,0.1928799180287999,0.067302106044532,0.3878338136708129,0.2163031164700785,0.0603026870159006,0.0753783587698758,0.7791329333885775
1983-10-01,0.1444455437255991,0.1113022169118486,0.5182231219415673,0.0924664571267665,0.0890417735294789,0.0445208867647394,0.6595753819183128
1987-03-01,0.1346311176028306,0.1097237053880907,0.5464063554608553,0.1356177547071818,0.0736210668410415,0.0,0.6381843056873486
1987-10-01,0.1178588094127058,0.0747950136657556,0.3241117258849409,0.3959736017598826,0.0872608492767149,0.0,0.7852095868962853
1988-03-01,0.097773033716577,0.0479793443805058,0.5668988011625247,0.1502649796532326,0.0856774006794747,0.0514064404076848,0.8568444145805465
1988-10-01,0.137245094425206,0.10437681830702,0.4815692357868859,0.1774023578551548,0.0994064936257333,0.0,0.7385050971054798
1989-03-01,0.1094509196853631,0.0665603966867086,0.3614918095916072,0.2055541662383649,0.2128953864611636,0.0440473213367924,1.0
1989-10-01,0.1754050415936316,0.0444359438703866,0.3611302105021902,0.1326638324246327,0.2567410090289008,0.0296239625802577,0.9912543202699202
1990-03-01,0.1092022750473968,0.0902435467405571,0.4422342132127753,0.1592533177774537,0.1672159836663264,0.0318506635554907,0.9219550745005678
1990-10-01,0.0993748189817957,0.0831789229304366,0.4446003842504591,0.2394130183030661,0.0727815575641321,0.06065129797011,0.8069319172049833
1991-03-01,0.1090804575758154,0.1009670351114985,0.5108931976641828,0.1679955710258547,0.0713981176859882,0.0396656209366601,0.7403106316698319
1991-10-01,0.0863992698832401,0.0942084346611484,0.3523640153559836,0.2247780195423891,0.2063613330672774,0.0358889274899612,0.8182156153707523
1992-03-01,0.155951915783667,0.0814121865446939,0.329831981060519,0.2477762199186338,0.148022157353989,0.0370055393384972,0.7935266291510685
1992-10-01,0.1357636706473916,0.0934946574481458,0.4949717159019485,0.1602765556253928,0.0659962287869264,0.0494971715901948,0.5932638158462377
1993-03-01,0.1298685725249424,0.0701745970836531,0.4331350729086723,0.2041442824251726,0.1626774750575594,0.0,0.7671667128065577
1993-10-01,0.0879993098093348,0.1060182161036272,0.6037935836917806,0.1299037430518752,0.0,0.0722851473433821,0.6093550743910199
1994-03-01,0.1415406941589067,0.10615552061918,0.4214294352400532,0.1943886806143427,0.0909904462450114,0.0454952231225057,0.645449761002901
1994-10-01,0.1504287218572932,0.0717043574186431,0.4456701599558743,0.2356716642430928,0.0,0.0965250965250965,0.532385290557365
1995-03-01,0.1399620707490243,0.0884441170477877,0.3685171543657821,0.2221682366032945,0.1306560820024137,0.0502523392316975,0.7304356707605902
1995-10-01,0.1364054634357577,0.118272197463147,0.4332497338650019,0.2124749652671273,0.0497988199844829,0.0497988199844829,0.5896702150843115
1996-03-01,0.123076923076923,0.1068131868131868,0.4173626373626373,0.1846153846153846,0.1285714285714285,0.0395604395604395,0.7422789336385401
