YearSeason,C,Co,H,O,P,Pi,Total
1983-03-01,0.19287991802879995,0.06730210604453202,0.3878338136708129,0.21630311647007852,0.060302687015900684,0.07537835876987585,26.532814359965588
1983-10-01,0.14444554372559915,0.11130221691184865,0.5182231219415673,0.09246645712676657,0.08904177352947892,0.04452088676473946,22.46136752136752
1987-03-01,0.1346311176028306,0.10972370538809077,0.5464063554608553,0.1356177547071818,0.07362106684104155,0.0,21.732909731593942
1987-10-01,0.11785880941270582,0.07479501366575562,0.32411172588494097,0.39597360175988267,0.0872608492767149,0.0,26.739750445632797
1988-03-01,0.09777303371657708,0.04797934438050586,0.5668988011625247,0.15026497965323266,0.08567740067947476,0.051406440407684856,29.179223227752644
1988-10-01,0.13724509442520602,0.10437681830702,0.48156923578688593,0.17740235785515487,0.09940649362573334,0.0,25.149262475875375
1989-03-01,0.10945091968536312,0.06656039668670863,0.36149180959160726,0.2055541662383649,0.21289538646116365,0.04404732133679248,34.0542842215256
1989-10-01,0.17540504159363166,0.044435943870386685,0.3611302105021902,0.13266383242463273,0.25674100902890085,0.02962396258025779,33.756456358287025
1990-03-01,0.10920227504739681,0.0902435467405571,0.4422342132127753,0.1592533177774537,0.1672159836663264,0.03185066355549074,31.396520146520146
1990-10-01,0.09937481898179577,0.08317892293043669,0.44460038425045917,0.23941301830306613,0.07278155756413211,0.060651297970110096,27.47948885591906
1991-03-01,0.10908045757581543,0.10096703511149857,0.5108931976641828,0.16799557102585477,0.07139811768598828,0.03966562093666016,25.210748663101604
1991-10-01,0.08639926988324015,0.0942084346611484,0.3523640153559836,0.22477801954238916,0.20636133306727744,0.035888927489961295,27.863747120326067
1992-03-01,0.155951915783667,0.08141218654469395,0.329831981060519,0.2477762199186338,0.14802215735398902,0.037005539338497255,27.02298136645963
1992-10-01,0.1357636706473916,0.09349465744814582,0.4949717159019485,0.16027655562539284,0.06599622878692646,0.04949717159019485,20.203174603174602
1993-03-01,0.12986857252494244,0.0701745970836531,0.4331350729086723,0.20414428242517269,0.16267747505755947,0.0,26.12531328320802
1993-10-01,0.08799930980933482,0.1060182161036272,0.6037935836917806,0.12990374305187521,0.0,0.07228514734338218,20.751150895140665
1994-03-01,0.14154069415890677,0.10615552061918009,0.4214294352400532,0.19438868061434272,0.09099044624501149,0.04549522312250574,21.98032961190856
1994-10-01,0.15042872185729328,0.07170435741864314,0.4456701599558743,0.23567166424309283,0.0,0.09652509652509653,18.13
