YearSeason,C,Co,H,O,P,Pi,Total
1983-03-01,0.1928799180287999,0.067302106044532,0.3878338136708129,0.2163031164700785,0.0603026870159006,0.0753783587698758,0.5202670712530582
1983-10-01,0.1444455437255991,0.1113022169118486,0.5182231219415673,0.0924664571267665,0.0890417735294789,0.0445208867647394,0.44043235437221057
1987-03-01,0.1346311176028306,0.1097237053880907,0.5464063554608553,0.1356177547071818,0.0736210668410415,0.0,0.4261484342544555
1987-10-01,0.1178588094127058,0.0747950136657556,0.3241117258849409,0.3959736017598826,0.0872608492767149,0.0,0.5243247648609062
1988-03-01,0.097773033716577,0.0479793443805058,0.5668988011625247,0.1502649796532326,0.0856774006794747,0.0514064404076848,0.5721590180440158
1988-10-01,0.137245094425206,0.10437681830702,0.4815692357868859,0.1774023578551548,0.0994064936257333,0.0,0.4931377785630081
1989-03-01,0.1094509196853631,0.0665603966867086,0.3614918095916072,0.2055541662383649,0.2128953864611636,0.0440473213367924,0.6677513540472881
1989-10-01,0.1754050415936316,0.0444359438703866,0.3611302105021902,0.1326638324246327,0.2567410090289008,0.0296239625802577,0.6619114145654634
1990-03-01,0.1092022750473968,0.0902435467405571,0.4422342132127753,0.1592533177774537,0.1672159836663264,0.0318506635554907,0.6156367493685225
1990-05-01,0.1131700934906961,0.1048544321198469,0.2921725061672819,0.1231245225649718,0.1669557178098754,0.1997227278473275,0.5236176289766923
1990-10-01,0.0993748189817957,0.0831789229304366,0.4446003842504591,0.2394130183030661,0.0727815575641321,0.06065129797011,0.5388298803376017
1991-03-01,0.1090804575758154,0.1009670351114985,0.5108931976641828,0.1679955710258547,0.0713981176859882,0.0396656209366601,0.4943434267131334
1991-05-01,0.0788969473780177,0.0472055012398011,0.5588405108311845,0.1707087628545207,0.1168964631293301,0.0274518145671459,1.0
1991-10-01,0.0863992698832401,0.0942084346611484,0.3523640153559836,0.2247780195423891,0.2063613330672774,0.0358889274899612,0.5463645850664549
1992-03-01,0.155951915783667,0.0814121865446939,0.329831981060519,0.2477762199186338,0.148022157353989,0.0370055393384972,0.5298784810882062
1992-05-01,0.131282250405264,0.0771467717615782,0.3269409386993877,0.1543487930613003,0.2571938065212821,0.0530874395511877,0.5171056430528438
1992-10-01,0.1357636706473916,0.0934946574481458,0.4949717159019485,0.1602765556253928,0.0659962287869264,0.0494971715901948,0.3961527163385862
1993-03-01,0.1298685725249424,0.0701745970836531,0.4331350729086723,0.2041442824251726,0.1626774750575594,0.0,0.512276611256586
1993-05-01,0.1326345628201931,0.0821864408586317,0.3728336315064652,0.2039553219837369,0.151491737621151,0.0568983052098219,0.45949673203149366
1993-10-01,0.0879993098093348,0.1060182161036272,0.6037935836917806,0.1299037430518752,0.0,0.0722851473433821,0.4068976760201895
1994-03-01,0.1415406941589067,0.10615552061918,0.4214294352400532,0.1943886806143427,0.0909904462450114,0.0454952231225057,0.4309999518791856
1994-05-01,0.162702590017974,0.0887025708861012,0.2772295140179067,0.2571842694845519,0.1371878656742463,0.0769931899192198,0.5457376628403948
1994-10-01,0.1504287218572932,0.0717043574186431,0.4456701599558743,0.2356716642430928,0.0,0.0965250965250965,0.35550099864453943
1995-03-01,0.1399620707490243,0.0884441170477877,0.3685171543657821,0.2221682366032945,0.1306560820024137,0.0502523392316975,0.48774940819482326
1995-05-01,0.2163168812471905,0.0863708387532276,0.2770358765891927,0.2562428968893416,0.108585560654778,0.0554479458662696,0.47151584956996806
1995-10-01,0.1364054634357577,0.118272197463147,0.4332497338650019,0.2124749652671273,0.0497988199844829,0.0497988199844829,0.3937530845639046
1996-03-01,0.123076923076923,0.1068131868131868,0.4173626373626373,0.1846153846153846,0.1285714285714285,0.0395604395604395,0.4956577630179123
1996-05-01,0.1529089175011921,0.0954697186456843,0.3378159275154984,0.2603719599427754,0.0879685264663805,0.0654649499284692,0.47924121834253214
1996-10-01,0.1744981710423304,0.1097568206266252,0.3955521782323181,0.1633973720606902,0.1097568206266252,0.0470386374114108,0.41685814163860324
1997-03-01,0.2491445331595241,0.1075444028026723,0.3636956167508554,0.1469773504969854,0.0573570148280918,0.0752810819618706,0.4558219318143248
1997-05-01,0.1479509581306917,0.074141449691454,0.2469107745898931,0.1902692836548381,0.3033875302144245,0.0373400037186983,0.600151106396035
1997-10-01,0.1314260640631856,0.1124879333040807,0.473225098727512,0.166494076349276,0.0698200965335673,0.0465467310223782,0.42126350327600137
1998-03-01,0.1319033530571992,0.0621301775147929,0.4590729783037475,0.2260848126232741,0.0805391190006574,0.0402695595003287,0.5680844892058357
1998-05-01,0.1317459182961261,0.0914958896813734,0.3101987038879632,0.2173413764601882,0.2183073381333445,0.0309107735410045,0.6343561396327175
1998-10-01,0.1077314248045955,0.1812788398154252,0.4520199642150861,0.2071758169319145,0.0,0.0517939542329786,0.37858547907600304
1999-03-01,0.0939231653907366,0.147210185755277,0.4332663421660994,0.2289936222859864,0.0966066844019005,0.0,0.4566866979271967
1999-05-01,0.1572119783200661,0.0861043368208032,0.2830345663160234,0.1942616200476338,0.241553774740878,0.0378337237545953,0.5182793822707212
1999-10-01,0.1239479724560061,0.0860749808722264,0.4686304514154552,0.1874521805661821,0.0573833205814843,0.0765110941086457,0.5125645948465671
2000-03-01,0.0994089611099475,0.0840327548950995,0.5089984010788886,0.1999979566503369,0.0739488243076876,0.0336131019580398,0.5833570195636975
2000-05-01,0.16386531226071,0.0865783221996019,0.2561107577625435,0.1570269843729767,0.3017872945243269,0.0346313288798407,0.5662052139138973
2000-10-01,0.1475188585620483,0.0907586727481352,0.3201364118100007,0.2802373053275753,0.1267740190767602,0.03457473247548,0.5671320520104912
2001-03-01,0.0948197835768352,0.0973371229638308,0.4398110193371666,0.2561503235890285,0.0783172253731972,0.0335645251599416,0.5842012923792207
